ID_Uzorka,GPS_LAT,GPS_LONG,Dubina_Busenja_cm,Temp_Tla_C,pH_Vrijednost,H2O_Postotak,Metan_Senzor,Organske_Molekule
1452,18.474498,77.39171,2.3,-9.8,6.18,6.895562950542294,Pozitivno,Da
1453,18.48041,77.375292,1.0,-60.7,8.04,2.18,Negativno,Ne
1454,18.474683,77.397451,7.6,-62.4,7.01,2.04,Negativno,Ne
1455,18.475251,77.376578,11.7,-32.6,7.4,5.58,Pozitivno,Ne
1456,18.467573,77.402067,7.9,-58.4,7.34,5.03,Negativno,Ne
1457,18.479152,77.407488,13.8,-37.1,7.64,4.09,Negativno,Ne
1458,18.486297,77.398275,6.4,-63.5,7.01,4.95,Negativno,Da
1459,18.483376,77.401854,6.7,-57.5,6.77,4.69,Negativno,Ne
1460,18.476203,77.390542,7.1,-7.8,7.8,4.475562950542293,Pozitivno,Da
1461,18.494763,77.385296,2.7,-62.2,6.92,1.18,Negativno,Ne
1462,18.470468,77.407545,13.3,-71.7,7.65,2.67,Pozitivno,Ne
1463,18.478828,77.379257,1.4,-52.2,6.41,2.21,Negativno,Ne
1464,18.479541,77.37119,11.4,-57.5,6.74,3.29,Negativno,Ne
1465,18.480762,77.388029,0.3,-20.1,7.03,0.81,Negativno,Ne
1466,18.495713,77.388561,12.7,-41.1,6.14,2.08,Negativno,Ne
1467,18.477256,77.398698,4.0,-49.0,7.38,0.47,Pozitivno,Ne
1468,18.481947,77.378298,4.6,-59.9,7.07,5.31,Negativno,Ne
1469,18.479436,77.38787,0.9,-57.0,6.37,5.28,Pozitivno,Ne
1470,18.462465,77.381353,9.3,-51.8,6.61,5.1,Negativno,Ne
1471,18.503659,77.37614,1.8,-55.5,7.07,1.37,Negativno,Ne
1472,18.471853,77.380156,12.1,-50.9,6.98,1.22,Negativno,Ne
1473,18.466933,77.414588,4.3,-57.0,6.45,4.28,Negativno,Ne
1474,18.48356,77.398163,5.3,-33.2,7.03,4.36,Negativno,Ne
1475,18.481571,77.387161,9.1,-43.3,7.27,2.58,Negativno,Ne
1476,18.47652,77.397776,2.8,-54.5,7.92,1.06,Negativno,Ne
1477,18.490647,77.399251,2.9,-46.6,7.74,0.99,Negativno,Ne
1478,18.479114,77.388127,1.2,-71.6,7.41,2.5,Negativno,Ne
1479,18.4748,77.388157,3.7,-28.0,7.98,2.98,Negativno,Ne
1480,18.468607,77.402187,13.4,-64.7,6.21,0.57,Pozitivno,Ne
1481,18.466538,77.396583,3.4,-78.8,7.19,4.17,Negativno,Ne
1482,18.467122,77.396552,7.9,-76.0,7.3,3.04,Negativno,Ne
1483,18.499071,77.404801,4.7,-54.1,7.12,3.31,Negativno,Ne
1484,18.496566,77.395407,13.3,-58.6,6.94,1.48,Negativno,Ne
1485,18.464773,77.380939,13.1,-42.0,7.45,3.58,Negativno,Ne
1486,18.495398,77.397354,4.1,-90.7,7.71,1.01,Negativno,Ne
1487,18.47571,77.37835,10.8,-45.7,7.61,1.25,Negativno,Ne
1488,18.483434,77.393602,14.4,-32.5,6.59,3.0,Negativno,Ne
1489,18.49712,77.381471,14.4,-24.6,8.18,1.01,Negativno,Ne
1490,18.465118,77.398747,12.2,-71.7,6.56,5.77,Negativno,Ne
1491,18.480428,77.385027,0.1,-39.7,7.06,5.65,Negativno,Ne
1492,18.497848,77.376533,0.4,-76.6,7.26,1.45,Negativno,Da
1493,18.475553,77.385356,3.6,-64.1,6.5,2.52,Negativno,Da
1494,18.474643,77.399427,2.1,-65.2,6.78,2.42,Negativno,Ne
1495,18.480994,77.397763,7.3,-51.4,6.55,4.84,Negativno,Ne
1496,18.47715,77.380092,1.5,-57.9,7.33,2.15,Negativno,Ne
1497,18.487361,77.380923,3.5,-35.3,7.27,3.89,Negativno,Ne
1498,18.489368,77.389479,7.6,-54.8,7.34,1.72,Negativno,Ne
1499,18.485834,77.380948,7.5,-74.3,6.54,3.13,Negativno,Ne
1500,18.487618,77.384388,2.8,-12.6,6.91,4.820616188900903,Pozitivno,Da
1501,18.482154,77.405277,13.4,-27.1,6.93,3.0,Negativno,Ne
1502,18.496546,77.39102,2.8,-41.4,6.76,1.64,Negativno,Ne
1503,18.472002,77.406563,12.1,-40.6,6.86,2.71,Negativno,Ne
1504,18.479297,77.391701,5.8,-31.7,6.57,5.78,Negativno,Ne
1505,18.48203,77.384093,6.5,-45.2,7.47,1.71,Negativno,Da
1506,18.485426,77.372272,1.5,-51.2,7.18,4.15,Negativno,Da
1507,18.491824,77.393945,2.7,-78.1,7.09,3.1,Negativno,Ne
1508,18.481869,77.401489,11.2,-48.5,7.24,5.51,Negativno,Ne
1509,18.472085,77.4001,0.7,-44.3,7.75,2.88,Negativno,Ne
1510,18.475634,77.370113,1.4,-60.4,7.15,5.49,Negativno,Ne
1511,18.46941,77.363378,7.3,-72.8,5.58,5.05,Negativno,Ne
1512,18.490689,77.369606,6.8,-57.3,6.94,3.66,Negativno,Ne
1513,18.479997,77.397901,6.5,-56.2,6.64,3.03,Negativno,Da
1514,18.489817,77.408351,10.1,-39.1,6.82,3.34,Negativno,Ne
1515,18.489494,77.386661,6.2,-44.8,6.75,4.2,Negativno,Ne
1516,18.479624,77.38206,15.0,-46.9,5.63,1.5,Negativno,Ne
1517,18.482222,77.389969,6.8,-56.8,5.45,3.86,Negativno,Ne
1518,18.484561,77.39668,14.3,-42.5,7.57,0.51,Negativno,Ne
1519,18.468795,77.394008,0.8,-67.6,8.44,4.58,Negativno,Ne
1520,18.478774,77.387449,1.3,-47.5,6.6,0.62,Negativno,Ne
1521,18.467163,77.390669,13.4,-26.9,6.8,1.18,Negativno,Ne
1522,18.476483,77.406495,8.3,-97.5,6.88,0.13,Negativno,Ne
1523,18.482692,77.374972,10.5,-57.1,8.26,2.41,Negativno,Ne
1524,18.485199,77.378247,1.1,-45.3,7.45,5.02,Negativno,Ne
1525,18.472128,77.390458,0.4,-55.8,7.1,2.02,Negativno,Ne
1526,18.488344,77.39095,7.9,-64.9,8.32,5.06,Negativno,Ne
1527,18.493626,77.375656,7.3,-47.5,6.71,1.08,Negativno,Ne
1528,18.48428,77.381422,4.5,-51.3,7.59,1.56,Negativno,Ne
1529,18.480614,77.387081,0.7,-67.6,6.65,2.86,Negativno,Ne
1530,18.466021,77.396833,10.0,-39.7,7.14,5.81,Negativno,Ne
1531,18.482166,77.381676,1.4,-51.7,6.95,1.53,Negativno,Ne
1532,18.474588,77.388695,6.9,-29.9,7.73,0.95,Negativno,Ne
1533,18.485766,77.392187,15.0,-49.8,6.55,1.65,Negativno,Ne
1534,18.484394,77.385242,4.7,-67.4,6.88,2.93,Negativno,Ne
1535,18.478468,77.397882,1.0,-59.0,6.41,3.3,Negativno,Ne
1536,18.473551,77.39646,3.7,-53.4,7.23,0.24,Negativno,Ne
1537,18.497773,77.39654,7.6,-53.6,7.01,3.8,Negativno,Ne
1538,18.475662,77.380607,4.3,-47.2,7.69,0.79,Negativno,Ne
1539,18.495233,77.398508,12.0,-32.9,6.23,4.29,Negativno,Ne
1540,18.472745,77.38376,0.3,-67.3,6.83,5.55,Negativno,Ne
1541,18.457529,77.385846,8.1,-38.1,7.11,5.99,Negativno,Ne
1542,18.47382,77.387826,14.2,-53.6,6.78,4.01,Negativno,Ne
1543,18.47624,77.395652,8.7,-26.1,6.71,0.3,Negativno,Ne
1544,18.484905,77.39675,1.6,-39.2,6.62,1.6,Negativno,Ne
1545,18.46241,77.383219,14.6,-65.7,6.51,0.94,Negativno,Ne
1546,18.474926,77.38552,9.6,-55.1,6.91,2.01,Negativno,Ne
1547,18.483912,77.394187,9.5,-61.7,7.34,3.42,Negativno,Ne
1548,18.467975,77.389075,1.4,-68.4,6.94,3.94,Negativno,Ne
1549,18.490896,77.379803,10.0,-72.3,7.24,3.13,Negativno,Ne
1550,18.49153,77.394682,6.3,-45.6,7.2,1.72,Negativno,Ne
1552,18.476795,77.389388,5.5,-58.2,6.91,1.02,Pozitivno,Ne
1553,18.486293,77.401551,7.0,-26.1,6.71,4.46,Negativno,Da
1554,18.491338,77.390307,3.0,-53.4,7.09,2.97,Negativno,Ne
1555,18.478024,77.389013,5.4,-57.6,7.36,3.2,Negativno,Ne
1556,18.477424,77.380948,12.7,-27.5,6.88,0.53,Negativno,Ne
1557,18.49305,77.386489,7.8,-48.7,6.64,2.72,Negativno,Ne
1558,18.487089,77.393319,10.4,-66.7,6.45,5.49,Negativno,Ne
1559,18.46538,77.388232,1.6,-39.0,6.82,2.73,Negativno,Ne
1560,18.459826,77.420788,6.5,-62.8,7.35,5.28,Negativno,Ne
1561,18.472246,77.412962,3.6,-7.8,6.53,5.53,Negativno,Ne
1562,18.471654,77.388707,5.4,-54.9,7.39,4.15,Negativno,Ne
1563,18.464007,77.395952,2.4,-50.2,6.98,3.93,Negativno,Ne
1564,18.491766,77.384912,5.7,-72.0,6.21,4.33,Negativno,Ne
1565,18.494331,77.417815,13.6,-67.4,6.62,2.71,Negativno,Ne
1566,18.479292,77.38831,6.8,-56.1,6.35,2.27,Negativno,Da
1567,18.489755,77.401614,14.3,-27.8,6.91,0.55,Negativno,Ne
1568,18.485059,77.4041,8.3,-42.6,7.96,1.31,Negativno,Ne
1569,18.473083,77.391889,4.8,-28.1,6.62,4.92,Negativno,Ne
1570,18.488051,77.386574,2.1,-48.5,7.66,5.76,Negativno,Ne
1571,18.474614,77.383371,8.5,-63.1,6.97,0.3,Negativno,Ne
1572,18.496805,77.38118,2.3,-27.1,7.33,5.99,Negativno,Ne
1573,18.480943,77.415487,4.2,-67.6,6.9,2.67,Negativno,Ne
1574,18.462446,77.387773,14.0,-50.0,7.22,3.41,Negativno,Ne
1575,18.464593,77.397841,8.4,-57.8,7.15,4.95,Negativno,Ne
1576,18.465253,77.406378,6.5,-47.2,6.79,1.67,Negativno,Ne
1577,18.476098,77.373465,14.5,-40.3,6.86,2.43,Negativno,Ne
1578,18.482949,77.396119,15.0,-13.0,6.8,3.19,Negativno,Ne
1579,18.497497,77.397928,7.9,-36.5,7.26,5.34,Negativno,Ne
1580,18.46839,77.385122,11.6,-57.2,7.75,1.92,Negativno,Ne
1581,18.463564,77.38043,2.7,-53.3,7.67,3.97,Negativno,Ne
1582,18.484978,77.382418,11.7,-49.7,6.54,2.66,Negativno,Ne
1583,18.481738,77.395567,13.1,-65.3,6.77,3.85,Negativno,Ne
1584,18.496183,77.410572,2.5,-44.8,6.74,4.37,Negativno,Ne
1585,18.489446,77.396288,12.7,-44.0,7.11,2.52,Negativno,Ne
1586,18.465208,77.401373,8.2,-55.2,6.9,3.13,Negativno,Ne
1587,18.481556,77.391691,10.3,-50.1,6.95,4.08,Pozitivno,Ne
1588,18.465127,77.390492,14.3,-25.4,7.51,1.99,Negativno,Ne
1589,18.496985,77.383444,14.9,-46.2,7.62,1.89,Negativno,Ne
1590,18.485323,77.386646,1.7,-33.6,7.43,1.43,Negativno,Ne
1591,18.479519,77.390181,12.2,-47.2,8.04,3.52,Negativno,Ne
1592,18.4735,77.404751,9.7,-57.6,6.53,1.1,Pozitivno,Ne
1593,18.470971,77.395213,11.2,-59.4,6.65,4.65,Negativno,Ne
1594,18.477125,77.403824,5.7,-75.1,7.38,5.28,Negativno,Ne
1595,18.497024,77.409936,2.7,-57.1,7.17,4.3,Negativno,Ne
1596,18.495608,77.392924,1.6,-51.2,7.57,1.48,Pozitivno,Ne
1597,18.489191,77.401873,14.9,-61.8,6.86,5.98,Negativno,Da
1598,18.463827,77.385436,11.4,-36.2,7.67,4.37,Negativno,Ne
1599,18.486395,77.382663,3.0,-11.1,7.28,5.940616188900903,Pozitivno,Da
1600,18.459975,77.377579,0.1,-82.0,6.51,0.74,Negativno,Ne
1601,18.488577,77.380115,0.9,-33.2,6.78,4.09,Negativno,Da
1602,18.461992,77.3943,7.5,-50.1,6.9,4.49,Negativno,Ne
1603,18.475406,77.409964,7.1,-37.3,6.98,1.01,Negativno,Ne
1604,18.481757,77.394832,14.8,-58.5,6.26,3.95,Negativno,Ne
1605,18.480895,77.39607,7.5,-41.3,6.96,3.82,Pozitivno,Ne
1606,18.468716,77.402002,13.5,-31.2,7.33,1.01,Negativno,Ne
1607,18.486539,77.377533,1.0,-48.8,6.22,2.72,Pozitivno,Ne
1608,18.466835,77.393283,1.0,-40.7,7.04,1.84,Negativno,Ne
1609,18.484873,77.389799,5.6,-53.4,7.4,3.75,Negativno,Ne
1610,18.46914,77.362784,0.2,-44.6,6.96,1.85,Negativno,Ne
1611,18.494355,77.372399,5.8,-42.6,6.75,2.48,Negativno,Ne
1612,18.475118,77.38552,10.5,-57.4,6.93,5.76,Negativno,Ne
1613,18.467967,77.382534,10.0,-71.7,6.89,0.63,Negativno,Ne
1614,18.486101,77.40766,5.3,-45.7,7.49,0.89,Negativno,Ne
1615,18.486776,77.375901,2.6,-62.2,7.11,5.98,Negativno,Ne
1616,18.469754,77.398555,13.7,-28.2,7.5,3.92,Negativno,Ne
1617,18.488265,77.385448,9.1,-29.1,7.02,3.02,Negativno,Ne
1618,18.463823,77.405887,1.0,-49.4,7.97,1.82,Negativno,Ne
1619,18.471031,77.399497,5.7,-54.3,7.5,4.85,Negativno,Ne
1620,18.48166,77.390341,1.0,-75.4,6.79,2.52,Negativno,Ne
1621,18.486653,77.393531,15.0,-41.5,6.44,4.99,Negativno,Da
1622,18.478248,77.39287,1.9,-57.1,6.28,2.59,Negativno,Ne
1623,18.465785,77.372624,4.0,-44.3,6.92,2.71,Negativno,Ne
1624,18.494078,77.384808,9.9,-69.2,7.12,1.18,Negativno,Ne
1625,18.489359,77.405524,9.0,-47.5,7.98,4.05,Negativno,Ne
1626,18.475758,77.381422,11.9,-52.4,7.29,1.25,Negativno,Da
1627,18.482521,77.389155,14.4,-46.0,6.77,1.59,Negativno,Ne
1628,18.492078,77.391449,10.6,-53.8,7.0,1.92,Negativno,Ne
1629,18.497374,77.399434,4.9,-70.1,8.02,0.53,Negativno,Ne
1630,18.477138,77.376494,8.5,-49.5,7.65,2.01,Negativno,Ne
1631,18.475482,77.400916,8.1,-51.1,6.67,4.9,Negativno,Ne
1632,18.48343,77.400581,6.2,-63.7,6.91,5.44,Negativno,Ne
1633,18.482918,77.385719,4.1,-22.4,6.95,4.25,Negativno,Ne
1634,18.485473,77.381733,11.3,-74.0,6.83,3.77,Negativno,Ne
1635,18.47168,77.398403,6.9,-78.3,6.28,1.86,Negativno,Ne
1636,18.482623,77.37604,0.8,-42.1,6.61,0.88,Negativno,Ne
1637,18.489013,77.378004,10.7,-47.0,6.95,5.08,Negativno,Ne
1638,18.480223,77.382685,1.4,-35.1,6.7,2.77,Negativno,Ne
1639,18.492315,77.372211,3.0,-68.7,7.9,2.99,Negativno,Ne
1640,18.486048,77.399267,7.2,-75.5,6.79,2.15,Negativno,Ne
1641,18.475139,77.380237,14.7,-54.3,7.58,0.47,Negativno,Ne
1642,18.497502,77.386846,11.4,-51.4,5.98,2.59,Negativno,Ne
1643,18.506107,77.388052,9.0,-39.4,5.65,0.57,Negativno,Ne
1644,18.481179,77.379982,15.0,-31.3,7.8,4.08,Pozitivno,Ne
1645,18.474768,77.388635,10.2,-82.7,7.2,3.89,Negativno,Ne
1646,18.466661,77.411938,3.6,-38.4,6.92,5.36,Negativno,Ne
1647,18.455075,77.400867,1.0,-54.8,6.65,1.65,Negativno,Ne
1648,18.49107,77.395633,12.0,-55.3,7.28,0.57,Negativno,Ne
1649,18.495965,77.396901,5.5,-49.0,6.39,1.0,Pozitivno,Ne
1650,18.468949,77.398358,12.0,-60.4,7.38,3.0,Negativno,Ne
1651,18.481842,77.395629,0.6,-48.7,6.46,4.27,Negativno,Ne
1652,18.472912,77.379629,3.9,-68.0,6.99,1.66,Negativno,Da
1653,18.464347,77.389002,1.8,-46.7,8.02,4.18,Negativno,Ne
1654,18.479343,77.396445,2.5,-87.2,6.68,3.84,Negativno,Ne
1655,18.476418,77.398366,6.8,-70.0,7.47,0.37,Negativno,Ne
1656,18.470958,77.399873,1.5,-31.6,5.33,4.12,Negativno,Da
1657,18.493677,77.394906,0.1,-50.6,6.95,4.25,Negativno,Ne
1658,18.465065,77.387159,9.6,-30.9,7.49,5.62,Negativno,Ne
1659,18.470834,77.393574,12.7,-54.5,6.28,0.32,Negativno,Ne
1660,18.485208,77.388389,2.9,-29.3,7.09,3.09,Negativno,Ne
1661,18.489966,77.387337,12.5,-37.2,6.65,0.38,Negativno,Da
1662,18.466237,77.367276,13.8,-69.2,7.58,2.32,Negativno,Ne
1663,18.474268,77.389458,6.0,-26.3,7.28,5.31,Negativno,Ne
1664,18.459394,77.395774,5.8,-61.5,7.1,0.43,Negativno,Ne
1665,18.485747,77.396704,5.8,-40.1,6.7,3.97,Negativno,Ne
1666,18.488647,77.386719,0.4,-49.2,6.97,3.31,Negativno,Ne
1667,18.486678,77.380169,4.2,-54.5,7.02,0.25,Negativno,Ne
1668,18.479977,77.375075,6.6,-65.4,6.92,2.46,Negativno,Ne
1669,18.480911,77.402501,3.7,-43.7,6.57,1.33,Negativno,Ne
1670,18.477562,77.369567,13.1,-79.2,6.65,1.39,Negativno,Da
1671,18.480975,77.406531,11.8,-48.5,6.09,5.48,Negativno,Ne
1672,18.487376,77.400889,13.1,-40.4,7.52,2.86,Negativno,Ne
1673,18.483572,77.387558,8.8,-37.7,7.31,3.1,Negativno,Ne
1674,18.463327,77.383831,12.2,-47.6,6.52,4.02,Negativno,Ne
1675,18.472431,77.381546,11.1,-29.9,6.93,0.96,Negativno,Ne
1676,18.482089,77.404857,6.8,-54.5,6.2,0.72,Negativno,Ne
1677,18.483163,77.389994,3.0,-52.7,6.66,3.08,Negativno,Ne
1678,18.486114,77.40733,11.9,-60.1,6.98,3.85,Negativno,Ne
1679,18.482043,77.391816,8.6,-35.7,6.79,0.87,Negativno,Ne
1680,18.479417,77.409314,12.2,-33.8,7.04,3.21,Negativno,Ne
1681,18.448322,77.370837,4.0,-59.0,7.15,3.87,Pozitivno,Ne
1682,18.478586,77.392366,1.7,-49.3,6.9,1.45,Negativno,Ne
1683,18.479169,77.400311,4.9,-33.0,6.43,3.29,Negativno,Ne
1684,18.462349,77.383956,3.1,-72.4,6.63,2.29,Negativno,Ne
1685,18.482757,77.400333,6.1,-63.1,6.91,5.14,Negativno,Ne
1686,18.473651,77.392598,3.2,-47.8,7.16,0.7,Negativno,Ne
1687,18.473309,77.390865,12.8,-48.6,8.24,5.5,Negativno,Ne
1688,18.477611,77.381705,8.7,-39.7,7.25,2.74,Negativno,Ne
1689,18.494175,77.393259,3.3,-11.9,6.79,5.83,Negativno,Ne
1690,18.494545,77.404563,7.1,-30.3,6.25,2.97,Negativno,Ne
1691,18.490446,77.383835,5.0,-65.1,6.94,0.32,Negativno,Ne
1692,18.475441,77.37132,2.8,-48.2,7.06,1.49,Negativno,Ne
1693,18.478258,77.391579,12.5,-13.8,6.9,4.92,Negativno,Ne
1694,18.475192,77.396916,5.7,-66.0,6.56,1.38,Negativno,Ne
1695,18.481398,77.384863,0.4,-25.3,7.42,0.55,Negativno,Ne
1696,18.475919,77.400805,13.6,-49.5,7.56,3.88,Negativno,Ne
1697,18.483183,77.395953,0.6,-64.9,7.06,1.37,Negativno,Ne
1698,18.485598,77.388726,8.4,-28.8,6.68,2.64,Negativno,Ne
1699,18.463514,77.382408,13.7,-55.4,8.23,1.47,Negativno,Ne
1700,18.471493,77.383569,7.7,-30.7,7.46,5.71,Negativno,Ne
1701,18.486513,77.384309,1.8,-14.2,6.59,4.220616188900903,Pozitivno,Da
1702,18.466631,77.402515,6.4,-46.7,7.51,4.23,Negativno,Ne
1703,18.477647,77.386481,11.9,-26.2,7.37,0.84,Negativno,Ne
1704,18.481242,77.403973,0.3,-56.1,7.59,0.48,Negativno,Ne
1705,18.486222,77.39531,14.2,-50.2,6.89,0.51,Pozitivno,Ne
1706,18.501203,77.389447,13.8,-42.0,6.24,3.15,Negativno,Ne
1707,18.486051,77.395937,1.5,-66.7,7.86,1.62,Negativno,Ne
1708,18.492253,77.380112,4.3,-45.8,7.56,2.4,Negativno,Ne
1709,18.466945,77.402356,1.6,-40.9,7.31,1.4,Pozitivno,Ne
1710,18.485494,77.395516,1.0,-18.2,6.57,4.54,Pozitivno,Ne
1711,18.476316,77.401396,0.2,-56.5,7.52,4.82,Negativno,Ne
1712,18.466866,77.38766,9.1,-57.8,7.29,1.04,Pozitivno,Da
1713,18.485522,77.390059,8.2,-53.4,6.34,2.99,Negativno,Ne
1714,18.47081,77.379001,3.0,-71.4,7.04,3.33,Negativno,Ne
1715,18.47572,77.377641,8.2,-51.0,7.08,2.27,Negativno,Ne
1716,18.469369,77.3849,1.3,-31.6,7.47,0.8,Negativno,Ne
1717,18.485238,77.392335,10.6,-49.3,6.5,5.67,Pozitivno,Ne
1718,18.475502,77.389737,7.0,-12.5,6.85,4.295562950542293,Pozitivno,Da
1719,18.479817,77.40422,1.6,-29.2,7.71,2.75,Negativno,Ne
1720,18.482493,77.374673,10.9,-51.7,6.52,5.47,Negativno,Ne
1721,18.472433,77.392986,4.7,-59.3,6.54,1.83,Pozitivno,Ne
1722,18.480343,77.384928,7.7,-57.4,6.88,4.4,Negativno,Ne
1723,18.487383,77.400439,4.7,-55.4,7.56,2.53,Negativno,Ne
1724,18.482267,77.377916,12.5,-47.9,7.46,5.3,Negativno,Ne
1725,18.478149,77.388673,14.7,-54.7,6.8,0.88,Negativno,Ne
1726,18.492576,77.404232,12.0,-55.5,6.68,1.19,Negativno,Ne
1727,18.467308,77.375968,8.4,-58.4,6.78,4.33,Negativno,Ne
1728,18.469801,77.394606,14.8,-37.1,7.3,1.54,Negativno,Ne
1729,18.485666,77.39053,8.0,-58.7,7.73,0.11,Negativno,Ne
1730,18.484173,77.393209,8.7,-61.6,7.63,5.27,Negativno,Ne
1731,18.468558,77.380598,6.8,-38.1,6.7,0.19,Negativno,Ne
1732,18.47668,77.363204,14.6,-57.2,6.97,2.81,Negativno,Ne
1733,18.498584,77.400668,9.0,-52.7,6.4,0.98,Negativno,Ne
1734,18.490054,77.376646,2.6,-75.1,7.96,0.48,Pozitivno,Ne
1735,18.486245,77.38414,1.2,-18.2,7.52,9.770616188900902,Pozitivno,Da
1736,18.482335,77.388294,5.2,-47.4,6.61,1.63,Pozitivno,Ne
1737,18.480458,77.378866,10.9,-62.6,6.03,1.23,Negativno,Ne
1738,18.474568,77.390888,2.2,-11.5,7.54,8.835562950542293,Pozitivno,Da
1739,18.476909,77.39475,13.5,-36.0,7.16,2.23,Negativno,Ne
1740,18.497727,77.385768,6.4,-44.4,8.44,1.75,Negativno,Ne
1741,18.479287,77.398763,3.5,-57.2,6.8,2.46,Negativno,Ne
1742,18.489161,77.411665,10.4,-56.7,6.93,1.18,Negativno,Ne
1743,18.502836,77.382981,8.7,-49.7,6.38,1.85,Negativno,Ne
1744,18.488943,77.374532,4.9,-51.4,7.47,4.94,Negativno,Ne
1745,18.491862,77.392408,8.6,-58.0,6.98,0.33,Negativno,Da
1746,18.484047,77.38878,3.1,-56.7,6.92,1.96,Pozitivno,Ne
1747,18.495386,77.400784,1.1,-72.2,7.42,1.19,Negativno,Da
1748,18.477473,77.379484,4.0,-49.9,6.87,3.16,Negativno,Ne
1749,18.46383,77.402354,7.1,-79.0,6.31,2.63,Negativno,Ne
1750,18.471369,77.400426,7.4,-49.7,6.57,4.14,Negativno,Ne
1751,18.4888,77.363057,12.9,-76.7,6.84,3.77,Negativno,Ne
1752,18.486129,77.37758,2.8,-34.4,7.33,4.32,Negativno,Ne
1753,18.492537,77.389962,10.5,-45.2,6.09,5.54,Negativno,Ne
1754,18.482708,77.374905,7.4,-33.9,7.48,5.39,Negativno,Ne
1755,18.48716,77.399741,13.8,-59.6,7.17,4.96,Negativno,Ne
1756,18.480373,77.408186,11.7,-87.6,6.99,4.73,Pozitivno,Ne
1757,18.476582,77.390888,14.1,-17.9,7.27,4.275562950542294,Pozitivno,Da
1758,18.477307,77.407915,8.7,-39.3,7.42,4.95,Negativno,Da
1759,18.477323,77.397485,11.5,-22.5,7.09,2.99,Negativno,Ne
1760,18.495454,77.381497,8.5,-20.1,6.37,5.57,Negativno,Ne
1761,18.497973,77.386326,1.6,-68.3,7.39,4.94,Negativno,Ne
1762,18.466914,77.410208,5.0,-26.9,7.1,1.06,Negativno,Ne
1763,18.483595,77.401434,14.4,-75.7,6.69,0.69,Negativno,Ne
1764,18.474911,77.377192,4.0,-48.2,5.49,3.0,Negativno,Ne
1765,18.48058,77.414338,5.8,-8.9,7.42,1.24,Negativno,Ne
1766,18.477787,77.381357,14.2,-50.5,7.79,1.86,Negativno,Ne
1767,18.479317,77.403245,9.8,-43.1,7.0,2.77,Negativno,Ne
1768,18.481075,77.388733,0.9,-52.6,7.8,0.88,Negativno,Ne
1769,18.468147,77.396727,5.7,-50.7,7.87,4.24,Negativno,Ne
1770,18.483062,77.378921,5.9,-39.2,7.25,5.26,Negativno,Ne
1771,18.475177,77.373957,13.1,-60.0,7.42,5.44,Negativno,Ne
1772,18.484586,77.384158,3.9,-57.5,6.21,2.59,Negativno,Ne
1773,18.478688,77.392129,2.1,-39.4,7.68,5.46,Negativno,Ne
1774,18.475202,77.388152,2.3,-35.0,6.53,2.91,Negativno,Ne
1775,18.472632,77.370809,3.5,-48.5,7.38,5.6,Negativno,Ne
1776,18.466639,77.390022,12.3,-39.1,6.7,4.99,Pozitivno,Ne
1777,18.486745,77.387124,2.6,-31.4,6.33,1.22,Negativno,Ne
1778,18.46659,77.399161,4.9,-79.1,6.65,4.03,Negativno,Ne
1779,18.465548,77.389278,10.7,-57.6,6.97,4.86,Negativno,Ne
1780,18.484259,77.388744,0.8,-20.6,6.77,3.3,Negativno,Ne
1781,18.479452,77.375448,7.7,-52.1,7.38,3.48,Negativno,Ne
1782,18.495471,77.365758,0.5,-73.6,6.89,1.29,Negativno,Ne
1783,18.491187,77.394074,11.4,-31.0,7.17,5.92,Negativno,Ne
1784,18.493755,77.410606,8.7,-74.4,6.28,5.95,Negativno,Ne
1785,18.475409,77.366631,8.3,-46.6,7.06,3.14,Negativno,Ne
1786,18.466268,77.388173,14.6,-35.5,6.45,0.79,Negativno,Ne
1787,18.475707,77.386339,6.6,-88.8,8.2,1.31,Negativno,Ne
1788,18.472036,77.397024,2.7,-27.3,6.99,4.69,Negativno,Ne
1789,18.468982,77.404841,0.6,-59.1,7.1,0.82,Negativno,Ne
1790,18.497981,77.380924,10.0,-65.6,7.54,4.23,Negativno,Ne
1791,18.483871,77.391303,7.9,-41.4,7.76,0.48,Negativno,Ne
1792,18.483885,77.364098,6.9,-54.0,7.13,3.2,Negativno,Ne
1793,18.48045,77.404686,4.3,-53.8,7.06,1.78,Negativno,Ne
1794,18.470242,77.397654,2.1,-58.3,6.97,1.93,Negativno,Ne
1795,18.48884,77.3925,8.7,-76.8,7.06,2.58,Negativno,Ne
1796,18.462495,77.397557,2.7,-65.7,7.56,4.68,Negativno,Ne
1797,18.474726,77.388562,6.3,-54.1,6.97,0.83,Negativno,Ne
1798,18.483613,77.393941,12.5,-32.6,7.51,0.56,Negativno,Ne
1799,18.496136,77.38321,13.5,-69.8,6.56,4.26,Negativno,Ne
1800,18.470024,77.399234,10.9,-61.0,6.77,1.11,Negativno,Ne
1801,18.482065,77.400529,1.5,-50.4,6.72,1.57,Negativno,Ne
1802,18.490419,77.38122,13.2,-52.0,7.28,1.37,Negativno,Ne
1803,18.475353,77.378982,4.7,-32.7,6.41,3.27,Negativno,Ne
1804,18.466961,77.387593,4.0,-70.9,7.33,2.59,Negativno,Ne
1805,18.486901,77.398572,10.6,-51.7,7.09,1.69,Negativno,Ne
1806,18.473798,77.391099,7.9,-19.3,6.44,4.575562950542293,Pozitivno,Da
